"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Mar-2025","EQ","1,616.10","1,625.55","1,581.60","1,630.15","1,591.00","1,592.50","1,603.17","2,012.20","1,235.00","22,11,077","3,54,47,37,955.45","80,891"
"27-Mar-2025","EQ","1,625.65","1,645.00","1,613.55","1,633.40","1,637.25","1,630.15","1,626.44","2,012.20","1,235.00","33,83,080","5,50,23,69,601.75","1,12,017"
"26-Mar-2025","EQ","1,624.90","1,644.95","1,622.00","1,624.90","1,625.65","1,633.40","1,634.48","2,012.20","1,235.00","30,96,513","5,06,11,83,927.45","1,06,271"
"25-Mar-2025","EQ","1,622.00","1,658.95","1,618.95","1,604.15","1,621.05","1,624.90","1,633.44","2,012.20","1,235.00","49,06,013","8,01,36,90,211.65","1,75,718"
"24-Mar-2025","EQ","1,591.00","1,610.90","1,560.00","1,566.70","1,602.85","1,604.15","1,590.29","2,012.20","1,235.00","24,87,843","3,95,63,91,435.80","1,00,840"
"21-Mar-2025","EQ","1,535.10","1,592.05","1,521.50","1,562.00","1,565.00","1,566.70","1,567.64","2,012.20","1,235.00","81,09,210","12,71,23,07,970.70","1,57,465"
"20-Mar-2025","EQ","1,547.85","1,582.10","1,547.05","1,544.45","1,555.00","1,562.00","1,568.78","2,012.20","1,235.00","46,08,677","7,22,99,82,395.50","1,83,935"
"19-Mar-2025","EQ","1,558.50","1,561.35","1,525.10","1,558.20","1,547.00","1,544.45","1,536.19","2,012.20","1,235.00","45,22,829","6,94,79,16,763.10","1,63,793"
"18-Mar-2025","EQ","1,545.15","1,560.95","1,530.65","1,545.15","1,560.95","1,558.20","1,553.11","2,012.20","1,235.00","29,30,865","4,55,19,48,771.15","1,10,392"
"17-Mar-2025","EQ","1,528.00","1,547.55","1,519.05","1,534.75","1,545.00","1,545.15","1,532.81","2,012.20","1,235.00","20,29,100","3,11,02,21,525.20","1,02,852"
"13-Mar-2025","EQ","1,540.60","1,547.95","1,529.15","1,540.60","1,532.00","1,534.75","1,536.04","2,012.20","1,235.00","19,83,351","3,04,65,09,090.20","1,09,012"
"12-Mar-2025","EQ","1,556.00","1,565.00","1,507.10","1,567.85","1,537.60","1,540.60","1,526.42","2,012.20","1,235.00","31,13,860","4,75,30,43,277.90","1,27,422"
